Id,Predicted
19612,[3660]
19613,"[ 405  624 2584 2973 3348 3660 4525 5302 6991 7727 7778 8637 9058 9185
 9522 9762]"
19614,"[ 405  624  772 1355 2106 2502 2584 3113 3348 3501 3660 3978 4525 6038
 6991 7778 8399 8637 9185 9762]"
19615,"[ 101  121  136  155  236  248  285  321  405  448  499  523  624  772
  795 1052 1170 1257 1308 1355 1449 1553 1554 1619 1652 1677 1706 1758
 1868 1881 1967 1995 2029 2106 2110 2131 2148 2176 2226 2230 2382 2419
 2502 2554 2584 2627 2805 2854 2926 2962 2973 3078 3113 3307 3348 3381
 3406 3421 3493 3501 3510 3532 3643 3644 3660 3757 3810 3909 3923 3978
 4057 4077 4095 4284 4291 4440 4442 4520 4525 4543 4697 4739 4821 4965
 4967 4989 5020 5165 5213 5271 5284 5302 5361 5447 5497 5520 5544 5800
 5803 5843 5858 5868 5878 5892 5926 5960 5987 6038 6049 6137 6330 6467
 6588 6664 6690 6755 6763 6765 6779 6971 6991 6993 7024 7127 7285 7300
 7307 7315 7328 7456 7518 7519 7727 7778 7962 7989 8134 8147 8283 8305
 8367 8399 8445 8468 8519 8585 8637 8670 8840 8841 8951 8985 8999 9031
 9058 9170 9185 9522 9556 9747 9762 9806 9878 9901]"
19616,"[ 405  439  624  772 1052 1881 2106 2131 2226 2382 2584 3113 3348 3501
 3532 3660 3810 3978 4095 4442 4525 4739 4883 4967 5302 5484 5892 6038
 6298 6755 6765 6770 6991 7024 7285 7727 7778 8399 8468 8509 8637 9031
 9058 9185 9248 9747 9762]"
19617,[ 405 3660 3978 4525 5892 7778 8637 9762]
19618,[3660]
19619,"[ 405  439  624 2131 2584 3113 3348 3501 3660 3978 4095 4442 4525 5302
 5484 5520 5892 6298 6755 6991 7727 7778 8399 8509 8637 9058 9185 9248
 9522 9762]"
19620,[8637]
19621,"[ 405  624  772 2131 2352 2584 2973 3113 3237 3348 3501 3532 3660 3810
 4095 4442 4525 4739 5020 5302 5484 5878 5892 5987 6038 6755 6759 6770
 6991 7024 7285 7727 7778 8147 8399 8468 8509 8519 8637 8840 9031 9058
 9170 9185 9248 9522 9747 9762]"
19622,[]
19623,[]
19624,[ 405 8637]
19625,[]
19626,[]
19627,"[  24   95  101  118  121  135  136  155  217  236  243  248  265  277
  282  285  321  405  439  445  448  488  499  515  523  574  624  654
  657  663  772  775  793  795  799  826  890  913  977 1000 1052 1077
 1108 1110 1119 1170 1233 1246 1257 1308 1329 1355 1429 1433 1434 1449
 1463 1477 1495 1503 1514 1553 1554 1573 1593 1602 1613 1619 1633 1652
 1677 1706 1713 1725 1747 1758 1796 1819 1826 1846 1853 1868 1869 1870
 1881 1967 1976 1995 2029 2105 2106 2110 2131 2148 2176 2180 2226 2274
 2308 2352 2366 2382 2419 2462 2501 2502 2530 2584 2591 2627 2702 2711
 2749 2752 2805 2828 2871 2906 2926 2932 2962 2973 3003 3019 3078 3113
 3141 3194 3206 3208 3237 3283 3293 3307 3311 3348 3362 3365 3381 3384
 3406 3408 3421 3426 3427 3493 3501 3505 3510 3532 3558 3566 3582 3618
 3626 3643 3644 3653 3660 3662 3676 3700 3701 3702 3703 3757 3810 3823
 3833 3852 3853 3909 3911 3923 3978 3994 4006 4039 4057 4062 4067 4077
 4095 4137 4185 4195 4211 4213 4218 4282 4284 4291 4307 4327 4341 4354
 4366 4399 4440 4442 4520 4525 4543 4553 4555 4574 4591 4627 4640 4653
 4678 4681 4686 4691 4697 4725 4742 4750 4821 4827 4836 4883 4885 4940
 4946 4965 4967 4989 5015 5020 5030 5061 5164 5165 5200 5212 5213 5271
 5284 5302 5337 5345 5361 5364 5365 5381 5413 5447 5481 5484 5497 5500
 5520 5521 5544 5555 5560 5634 5678 5679 5798 5803 5826 5843 5858 5868
 5878 5892 5896 5926 5960 5986 5987 5992 6038 6049 6107 6137 6160 6162
 6216 6298 6330 6417 6429 6452 6454 6485 6567 6588 6647 6664 6690 6731
 6755 6756 6759 6765 6770 6771 6779 6878 6942 6971 6991 6993 6998 7013
 7024 7054 7057 7079 7123 7127 7153 7162 7164 7182 7285 7300 7301 7307
 7315 7327 7336 7349 7415 7426 7427 7446 7449 7456 7494 7498 7518 7519
 7525 7547 7568 7613 7640 7652 7713 7727 7735 7736 7760 7764 7772 7778
 7822 7873 7887 7962 7989 8015 8059 8066 8069 8084 8093 8121 8134 8147
 8253 8267 8283 8305 8323 8343 8367 8382 8399 8427 8445 8468 8509 8519
 8529 8582 8585 8587 8637 8670 8682 8741 8756 8768 8840 8841 8847 8910
 8917 8951 8980 8985 8999 9031 9043 9052 9058 9071 9083 9133 9135 9136
 9145 9168 9170 9185 9248 9296 9462 9474 9522 9556 9605 9720 9747 9760
 9761 9762 9797 9806 9844 9855 9878 9901 9974]"
19628,[]
19629,[8637]
19630,"[ 405  624 2131 2584 3113 3348 3660 3978 4525 5302 5484 5892 6770 6991
 7727 7778 8399 8468 8637 8840 9058 9185 9248 9762]"
19631,"[ 405  439  624  772 1052 1119 1170 1355 1554 1619 1758 1869 1870 1881
 2131 2226 2382 2502 2584 2591 2627 2702 2749 2973 3113 3348 3362 3381
 3421 3493 3501 3532 3643 3660 3810 3978 4095 4291 4442 4525 4883 4965
 4989 5015 5030 5271 5284 5302 5520 5544 5679 5843 5892 5926 6038 6049
 6298 6664 6759 6770 6971 6991 7024 7054 7285 7300 7307 7456 7568 7727
 7778 8134 8283 8399 8468 8509 8637 8670 8840 8847 8917 8999 9031 9058
 9185 9248 9522 9747 9762]"
19632,[]
19633,[]
19634,"[ 136  285  321  405  448  624  772 1052 1119 1170 1308 1355 1449 1619
 1758 1868 1967 2106 2131 2176 2226 2230 2382 2502 2584 2627 2926 3113
 3348 3408 3501 3532 3660 3810 3833 3978 4057 4095 4291 4442 4520 4525
 4543 4697 4739 4821 4883 4965 4967 5020 5302 5361 5447 5484 5519 5544
 5843 5878 5892 5926 5959 5987 6038 6588 6755 6756 6759 6765 6770 6779
 6878 6991 7109 7285 7315 7456 7727 7778 7989 8069 8134 8367 8468 8509
 8585 8637 8670 8768 8840 8951 9031 9170 9185 9522 9747 9762 9901]"
19635,"[  24  136  217  285  321  405  448  499  523  574  624  772  775 1052
 1119 1170 1308 1355 1449 1545 1553 1554 1619 1652 1967 2106 2110 2131
 2226 2230 2382 2501 2502 2584 2828 2926 3113 3237 3348 3408 3421 3493
 3524 3532 3643 3653 3660 3757 3810 3833 4057 4077 4095 4284 4291 4354
 4440 4442 4525 4543 4555 4574 4686 4739 4821 4883 4965 4967 5020 5213
 5284 5302 5447 5497 5520 5544 5560 5634 5843 5878 5892 5987 6038 6445
 6588 6664 6690 6759 6770 6779 6971 6991 6993 7285 7315 7449 7456 7568
 7727 7778 7873 7982 8084 8134 8147 8367 8399 8468 8509 8519 8585 8637
 8768 8776 8917 8951 9031 9058 9071 9170 9185 9248 9522 9556 9747 9762
 9855 9901]"
19636,[]
19637,[]
19638,"[  11  124  136  155  236  243  248  265  285  321  365  405  439  448
  487  488  499  523  574  624  654  772  871 1052 1110 1119 1170 1257
 1308 1355 1384 1429 1449 1463 1514 1553 1554 1593 1602 1652 1677 1706
 1758 1776 1812 1853 1868 1869 1881 1890 1967 1998 2106 2131 2148 2176
 2183 2226 2228 2230 2274 2375 2382 2419 2462 2501 2502 2530 2554 2584
 2627 2711 2752 2779 2790 2906 2926 3019 3078 3113 3198 3208 3307 3311
 3348 3408 3421 3426 3493 3501 3510 3532 3643 3644 3660 3676 3757 3810
 3833 3874 3923 3978 4006 4057 4067 4077 4095 4284 4291 4307 4355 4388
 4442 4520 4525 4543 4653 4678 4686 4697 4739 4742 4821 4883 4965 4967
 4989 5020 5154 5281 5284 5302 5325 5360 5361 5447 5484 5497 5519 5544
 5560 5617 5634 5679 5776 5800 5803 5826 5843 5868 5878 5892 5926 5959
 5987 6038 6126 6159 6203 6261 6330 6380 6417 6454 6588 6601 6647 6664
 6679 6755 6756 6759 6765 6770 6771 6779 6878 7013 7024 7032 7035 7079
 7101 7109 7182 7285 7300 7307 7315 7328 7349 7456 7508 7551 7727 7746
 7772 7778 7873 7925 7962 7982 7989 8015 8025 8069 8134 8174 8175 8283
 8305 8367 8460 8468 8509 8585 8587 8637 8670 8679 8768 8786 8951 9031
 9058 9071 9083 9168 9170 9185 9196 9248 9547 9556 9723 9747 9762 9797
 9806 9868 9974 9976]"
19639,[]
19640,"[  10   95  101  121  124  136  150  155  179  236  248  270  285  321
  399  405  435  448  478  487  488  499  523  624  654  657  663  772
  775  793  795  814 1052 1110 1170 1192 1246 1257 1308 1329 1344 1355
 1379 1380 1392 1429 1433 1434 1449 1477 1495 1514 1545 1553 1554 1573
 1593 1602 1619 1652 1677 1706 1758 1819 1826 1861 1868 1869 1870 1881
 1890 1967 1991 1995 2029 2092 2100 2105 2106 2110 2131 2148 2176 2226
 2228 2230 2274 2311 2382 2419 2501 2502 2554 2584 2627 2702 2752 2805
 2854 2871 2906 2926 2932 2962 2973 3019 3078 3113 3190 3194 3208 3237
 3307 3311 3348 3362 3381 3384 3406 3408 3421 3426 3493 3501 3505 3510
 3524 3532 3566 3571 3643 3644 3653 3660 3676 3701 3702 3757 3810 3833
 3852 3874 3909 3911 3923 3972 3978 4006 4057 4059 4067 4077 4095 4195
 4211 4213 4218 4282 4284 4291 4307 4315 4341 4354 4425 4440 4442 4456
 4520 4525 4543 4553 4555 4559 4574 4627 4678 4686 4697 4725 4739 4742
 4821 4827 4836 4883 4946 4965 4967 4976 4989 5015 5020 5061 5165 5213
 5271 5284 5296 5302 5337 5361 5438 5447 5481 5484 5497 5519 5520 5521
 5544 5560 5634 5679 5776 5800 5803 5843 5858 5868 5878 5892 5926 5944
 5959 5960 5974 5987 6038 6049 6137 6216 6237 6330 6380 6417 6429 6454
 6467 6485 6588 6647 6664 6690 6755 6756 6759 6763 6765 6770 6771 6779
 6878 6913 6971 6991 6993 7013 7024 7063 7109 7127 7153 7285 7300 7301
 7307 7315 7327 7328 7336 7349 7426 7446 7449 7456 7498 7518 7519 7547
 7551 7568 7613 7727 7736 7756 7778 7962 7989 8066 8069 8078 8084 8121
 8134 8147 8267 8283 8305 8343 8367 8377 8399 8445 8468 8519 8529 8585
 8637 8670 8741 8768 8776 8840 8841 8917 8951 8985 8999 9031 9043 9052
 9058 9071 9136 9150 9170 9185 9248 9522 9554 9556 9570 9611 9747 9762
 9797 9806 9823 9855 9878 9901]"
19641,[ 405  624 2584 3348 3660 4525 5302 7727 7778 8637 9522 9762]
19642,[ 405 6991]
19643,"[ 405  624  772 1052 2106 2226 2584 3113 3348 3501 3532 3660 4442 4525
 4739 4967 5020 5302 5484 5892 6038 6690 6765 6991 7727 7778 8399 8637
 9185 9747 9762]"
19644,"[ 405  439  624  772 2106 2226 2584 3113 3348 3501 3532 3660 3978 4525
 5302 5484 5892 6755 6991 7285 7727 7778 8399 8468 8509 8637 9185 9522
 9747 9762]"
19645,"[ 155  405  439  499  624  772 1052 1355 1429 1881 1967 2106 2131 2226
 2382 2419 2502 2584 2926 3113 3348 3381 3408 3501 3532 3643 3660 3810
 3978 4095 4291 4442 4525 4883 4965 4967 5020 5284 5302 5361 5447 5520
 5544 5843 5878 5892 5926 6038 6298 6588 6690 6765 6770 6878 6971 6991
 7300 7456 7727 7778 8134 8147 8399 8468 8509 8585 8637 8840 8951 9031
 9170 9185 9522 9747 9762]"
19646,[]
19647,[]
19648,[3660]
19649,"[ 136  155  236  248  285  405  448  523  624  654  772  793  795 1052
 1170 1257 1308 1545 1553 1593 1619 1652 1677 1758 1967 2029 2105 2106
 2110 2176 2226 2230 2382 2419 2502 2530 2584 2805 2906 2926 2962 3113
 3237 3311 3348 3408 3426 3493 3501 3505 3532 3643 3644 3660 3810 3911
 3978 4057 4095 4291 4307 4354 4520 4525 4543 4686 4697 4739 4821 4965
 4967 5020 5271 5284 5302 5361 5447 5497 5544 5803 5843 5858 5868 5878
 5892 5926 5987 6038 6588 6690 6765 6770 6779 6991 6993 7024 7315 7456
 7727 7778 7925 7989 8134 8147 8367 8468 8585 8637 8768 8841 8985 9031
 9170 9185 9747 9762 9878 9901]"
19650,[]
19651,[3660 4525 8637]
19652,[ 405  624 3660 4525 6991 7778 8637]
19653,"[ 248  405  499  624  772  799  890 1052 1119 1355 1433 1553 1652 1881
 2106 2110 2131 2226 2352 2502 2584 2711 2716 2805 2926 2962 3113 3237
 3307 3311 3348 3362 3408 3421 3493 3501 3532 3643 3644 3660 3810 3833
 3874 3978 4057 4095 4440 4442 4456 4525 4543 4739 4883 4965 5020 5284
 5302 5447 5484 5520 5544 5555 5843 5858 5878 5892 5987 6038 6298 6664
 6690 6755 6759 6765 6770 6779 6991 7024 7285 7456 7518 7727 7778 8084
 8134 8147 8305 8367 8399 8468 8519 8585 8637 8840 8841 8917 8951 9031
 9058 9150 9170 9185 9248 9522 9747 9762 9901]"
19654,"[ 405  624 2584 3348 3660 3978 4525 5484 5892 6991 7727 7778 8637 9185
 9762]"
19655,[3660]
19656,"[ 405  624 2131 2584 3113 3348 3660 4525 5302 6991 7727 7778 8637 9185
 9522 9762]"
19657,[]
19658,"[ 405  624  772 2106 2226 2584 3348 3501 3660 3978 4525 4967 5800 5892
 6755 6991 7285 7727 7778 8637 9185 9747 9762]"
19659,[]
19660,"[ 155  236  248  405  439  448  574  624  772  795  799 1052 1119 1170
 1355 1449 1553 1554 1677 1758 1870 1881 1967 1995 2106 2131 2148 2176
 2226 2382 2419 2502 2584 2627 2805 2906 2926 2962 3078 3113 3307 3348
 3362 3381 3406 3408 3421 3493 3501 3505 3510 3532 3626 3643 3644 3660
 3810 3852 3874 3978 4057 4095 4284 4291 4307 4442 4520 4525 4543 4697
 4725 4739 4742 4821 4965 4967 4989 5020 5271 5284 5302 5447 5481 5520
 5544 5843 5858 5868 5878 5892 5926 5987 6038 6298 6588 6690 6755 6765
 6770 6779 6991 7300 7315 7456 7518 7652 7727 7736 7778 7989 8069 8134
 8147 8283 8399 8445 8468 8509 8519 8585 8637 8840 8841 8917 8951 9031
 9058 9170 9185 9248 9522 9747 9762 9901]"
19661,"[ 121  136  285  321  405  439  448  499  624  772 1052 1119 1170 1308
 1449 1554 1758 2106 2131 2176 2226 2230 2382 2502 2584 2828 2926 3113
 3348 3408 3501 3532 3644 3660 3810 3833 3923 3978 4057 4095 4291 4442
 4525 4697 4739 4821 4883 4967 5020 5281 5284 5302 5361 5447 5484 5800
 5843 5878 5892 5987 6038 6330 6588 6755 6756 6759 6765 6770 6779 6878
 7285 7315 7456 7727 7778 7925 7982 8367 8399 8468 8509 8585 8637 9031
 9170 9185 9747 9762]"
19662,"[ 277  285  321  405  439  499  624  772 1052 1170 1355 1503 1554 1890
 2106 2131 2226 2352 2382 2501 2502 2584 2591 2749 2828 2932 2973 3113
 3237 3348 3381 3421 3501 3532 3643 3660 3810 3833 3978 4006 4095 4213
 4291 4442 4525 4574 4739 4821 4965 4989 5020 5165 5271 5284 5302 5447
 5484 5520 5544 5843 5892 5926 6038 6049 6298 6664 6755 6759 6770 6779
 6878 6971 6991 7013 7024 7054 7285 7300 7456 7568 7727 7778 8066 8134
 8147 8399 8468 8509 8519 8637 8840 8917 8999 9031 9058 9185 9248 9522
 9556 9747 9762]"
19663,[ 405  624 2584 3660 4525 5302 5892 6991 7727 7778 8637 9185 9762]
19664,"[ 405  624 2131 2584 2973 3348 3660 4525 5302 6991 7727 7778 8637 9058
 9185 9522 9762]"
19665,[]
19666,"[ 624 1308 2106 2584 3348 3501 3660 3978 4525 5544 5892 6755 6991 7727
 7778 8637 9185 9522 9747 9762]"
19667,"[ 136  405  624  772 1052 1355 1758 1967 2106 2226 2382 2502 2584 2805
 2926 3113 3348 3408 3501 3532 3660 4095 4525 4543 4697 4739 5020 5271
 5302 5361 5447 5484 5843 5878 5892 5987 6038 6203 6755 6765 6770 6779
 6991 7778 7925 8367 8399 8468 8637 9031 9185 9747 9762]"
19668,[]
19669,[]
19670,"[ 285  321  405  624  772 1170 1355 2106 2131 2226 2382 2502 2584 2805
 2828 2973 3113 3348 3501 3660 3810 3833 4095 4213 4442 4525 4739 5020
 5271 5302 5484 5544 5892 5987 6038 6664 6755 6756 6759 6765 6770 6991
 7024 7285 7727 7778 8147 8399 8468 8509 8519 8637 8840 8917 9031 9058
 9185 9248 9522 9570 9747 9762]"
19671,"[ 405  624 2584 3348 3660 4525 4965 5302 5484 5892 6038 6759 6770 6991
 7778 8399 8468 8509 8637 9031 9248 9522 9762]"
19672,[ 405 3660 4525 7778 9185]
19673,[]
19674,[]
19675,[ 405  624 2584 3660 4525 5302 5484 5892 6991 7727 7778 8637 9185 9762]
19676,"[ 136  155  285  321  405  439  499  624  772 1052 1119 1170 1257 1308
 1355 1392 1449 1554 1619 1758 2106 2131 2176 2226 2230 2382 2501 2502
 2554 2584 2805 2828 2926 2932 2973 3113 3194 3237 3307 3311 3348 3381
 3421 3493 3501 3532 3644 3660 3757 3810 3833 3923 3978 4006 4057 4095
 4291 4307 4442 4525 4697 4739 4821 4967 4989 5020 5271 5284 5302 5447
 5484 5544 5843 5878 5892 5926 5987 6038 6330 6588 6664 6679 6755 6756
 6759 6765 6770 6779 6991 7024 7035 7109 7285 7315 7456 7508 7727 7778
 7925 7989 8147 8305 8367 8399 8468 8509 8519 8637 8768 8840 8999 9031
 9058 9185 9248 9522 9556 9747 9762]"
19677,"[ 124  155  236  321  399  405  439  448  499  515  523  570  624  657
  772  775  890 1052 1119 1170 1192 1257 1308 1344 1355 1392 1449 1477
 1503 1505 1553 1554 1619 1677 1758 1869 1870 1881 1890 1967 1995 2106
 2131 2176 2226 2230 2352 2375 2382 2419 2501 2502 2554 2584 2591 2627
 2711 2749 2805 2828 2926 2932 2973 3019 3113 3190 3194 3237 3270 3293
 3307 3311 3348 3362 3381 3408 3421 3493 3501 3510 3532 3643 3644 3660
 3676 3702 3757 3810 3833 3923 3978 4006 4095 4195 4211 4213 4274 4291
 4307 4340 4395 4440 4442 4456 4525 4543 4559 4627 4697 4739 4914 4946
 4965 4967 4989 5015 5020 5165 5271 5284 5296 5302 5325 5337 5361 5447
 5484 5520 5544 5800 5843 5858 5878 5892 5926 5959 5960 5966 5987 6038
 6049 6126 6249 6273 6298 6330 6454 6588 6664 6679 6690 6755 6756 6763
 6765 6770 6779 6789 6878 6971 6991 6993 7013 7017 7024 7035 7054 7090
 7101 7285 7300 7307 7315 7336 7456 7512 7518 7519 7652 7727 7778 7989
 8015 8066 8084 8134 8147 8266 8283 8305 8367 8399 8445 8468 8509 8519
 8585 8637 8840 8841 8847 8951 8985 8999 9031 9058 9150 9170 9185 9248
 9324 9522 9556 9570 9576 9747 9762 9806 9843 9844 9976]"
19678,"[ 405  439  624  772 2106 2131 2352 2382 2584 2932 3113 3237 3348 3501
 3532 3644 3660 3810 3833 3978 4095 4442 4525 4965 5030 5271 5284 5302
 5484 5520 5878 5892 5987 6038 6049 6298 6755 6765 6770 6971 6991 7024
 7285 7456 7518 7727 7778 8147 8399 8468 8509 8637 8840 8917 9031 9058
 9185 9248 9522 9747 9762]"
19679,[3660 7778]
19680,[]
19681,"[ 136  155  285  321  405  439  448  624  772 1052 1119 1170 1257 1308
 1449 1554 1619 1677 1758 1881 2106 2131 2176 2226 2230 2382 2502 2554
 2584 2711 2828 2926 2932 3113 3237 3307 3311 3348 3381 3408 3421 3493
 3501 3510 3532 3626 3644 3660 3757 3810 3833 3923 3978 4006 4057 4095
 4291 4307 4366 4442 4525 4543 4697 4739 4821 4965 4967 4989 5020 5154
 5271 5284 5302 5361 5447 5484 5497 5544 5560 5800 5826 5843 5878 5892
 5926 5987 6038 6588 6664 6679 6690 6755 6756 6759 6765 6770 6779 6991
 7024 7101 7285 7300 7301 7315 7456 7727 7778 7873 7925 7989 8069 8147
 8283 8305 8367 8399 8468 8509 8519 8585 8637 8840 8841 9031 9058 9185
 9248 9522 9556 9747 9762]"
19682,[ 405 8637]
19683,[]
19684,"[ 405  624 2584 3348 3501 3660 4525 5302 6991 7727 7778 8637 9185 9522
 9762]"
19685,[]
19686,"[ 405  448  624 2131 2584 3348 3660 5447 5544 5878 6038 6779 6993 7727
 7778 8468 9747 9762]"
19687,"[ 405  439  488  624  772 1052 1119 1170 1355 1503 1553 1554 1619 1870
 1881 1967 2131 2226 2382 2501 2502 2584 2591 2702 2711 2749 2805 2926
 2932 2962 2973 3113 3237 3348 3362 3381 3408 3421 3493 3501 3532 3643
 3660 3810 3978 4095 4213 4291 4442 4525 4739 4883 4965 4967 4989 5015
 5020 5271 5284 5302 5484 5520 5544 5843 5878 5892 5926 6038 6049 6298
 6664 6755 6759 6770 6779 6971 6991 7024 7035 7054 7285 7300 7307 7456
 7568 7727 7778 8134 8147 8399 8468 8509 8519 8637 8840 8917 8999 9031
 9058 9185 9248 9324 9522 9556 9747 9762]"
19688,"[ 101  155  179  236  248  277  285  321  405  439  448  488  499  515
  523  624  654  657  768  772  775  793  795  890 1052 1170 1175 1246
 1257 1308 1329 1355 1404 1433 1449 1477 1545 1553 1554 1573 1602 1613
 1619 1652 1677 1706 1758 1868 1870 1881 1884 1935 1967 1995 2029 2105
 2106 2110 2131 2148 2176 2226 2419 2502 2584 2591 2702 2805 2871 2906
 2926 2932 2962 2973 3113 3166 3194 3237 3283 3293 3348 3381 3408 3426
 3493 3532 3643 3653 3660 3662 3702 3852 3909 3911 3978 4006 4057 4077
 4095 4195 4211 4213 4284 4291 4307 4399 4440 4442 4525 4533 4543 4627
 4697 4725 4821 4836 4965 4967 4989 5020 5213 5271 5284 5302 5337 5361
 5395 5447 5473 5497 5520 5527 5544 5634 5776 5803 5843 5858 5878 5892
 5986 5987 6038 6049 6137 6380 6417 6429 6452 6467 6468 6588 6647 6664
 6690 6755 6763 6770 6779 6942 6971 6991 6993 7013 7123 7127 7153 7285
 7300 7307 7315 7327 7328 7336 7446 7449 7456 7498 7518 7519 7568 7613
 7652 7727 7778 7792 7873 7962 8084 8121 8134 8147 8283 8305 8367 8399
 8445 8468 8519 8585 8637 8741 8768 8841 8917 8985 9058 9071 9136 9170
 9185 9248 9522 9556 9570 9747 9762 9806 9844 9855 9878 9901]"
19689,[]
19690,[]
19691,"[ 121  285  321  405  439  499  624  772 1052 1119 1170 1308 1355 1449
 1554 1619 1758 1869 1881 2106 2131 2176 2226 2230 2382 2502 2584 2627
 2828 2926 2932 2973 3019 3113 3237 3348 3381 3408 3421 3501 3532 3643
 3644 3660 3810 3833 3923 3978 4095 4284 4291 4307 4442 4525 4543 4739
 4821 4883 4965 4967 4989 5020 5271 5284 5302 5361 5484 5520 5544 5560
 5634 5679 5800 5843 5878 5892 5926 5966 5987 6038 6298 6330 6588 6664
 6679 6755 6756 6759 6765 6770 6779 6878 6971 6991 7024 7035 7285 7300
 7301 7315 7456 7727 7778 7925 7989 8134 8147 8283 8399 8468 8509 8585
 8637 8670 8768 8840 8841 8951 8999 9031 9058 9170 9185 9248 9522 9747
 9762]"
19692,[ 405 2584 3660 4525 6991 8637 9185]
19693,"[   24    95   101   121   124   136   150   155   217   233   236   248
   255   277   282   285   321   399   405   439   448   487   488   494
   499   523   574   624   654   657   663   684   768   772   775   793
   795   826   890  1000  1052  1068  1110  1119  1170  1192  1246  1257
  1308  1329  1344  1355  1379  1429  1434  1449  1463  1477  1495  1514
  1545  1553  1554  1573  1593  1602  1613  1619  1633  1652  1677  1682
  1706  1713  1725  1747  1758  1801  1826  1853  1861  1868  1869  1870
  1881  1890  1915  1967  1995  2029  2092  2105  2106  2110  2131  2148
  2176  2226  2230  2308  2382  2419  2462  2501  2502  2530  2554  2565
  2584  2591  2627  2702  2711  2752  2790  2805  2828  2834  2871  2926
  2932  2962  2973  3019  3078  3113  3141  3190  3194  3208  3237  3283
  3293  3307  3311  3348  3362  3381  3406  3408  3421  3426  3493  3501
  3505  3510  3524  3532  3566  3571  3626  3643  3644  3653  3660  3662
  3676  3702  3722  3757  3810  3833  3852  3874  3909  3911  3923  3972
  3978  4006  4057  4062  4067  4077  4095  4185  4211  4213  4218  4282
  4284  4291  4307  4341  4354  4355  4366  4388  4399  4425  4440  4442
  4520  4525  4543  4553  4555  4574  4627  4678  4686  4697  4715  4725
  4739  4742  4821  4827  4836  4883  4946  4965  4967  4989  5020  5030
  5061  5154  5164  5165  5213  5271  5281  5284  5302  5337  5360  5361
  5365  5381  5413  5447  5481  5484  5497  5500  5519  5520  5521  5529
  5544  5560  5617  5634  5679  5798  5800  5803  5843  5858  5868  5878
  5892  5896  5926  5959  5960  5987  5992  6027  6038  6049  6137  6155
  6162  6203  6216  6298  6330  6380  6417  6429  6467  6468  6485  6588
  6633  6647  6664  6690  6755  6756  6759  6763  6765  6770  6771  6779
  6789  6825  6878  6942  6971  6991  6993  6998  7013  7017  7024  7032
  7076  7079  7109  7127  7153  7162  7164  7182  7257  7285  7300  7301
  7307  7315  7327  7328  7336  7349  7426  7446  7449  7456  7471  7508
  7518  7519  7547  7568  7613  7652  7727  7736  7772  7778  7873  7925
  7962  7982  7989  8015  8025  8059  8069  8078  8084  8093  8121  8134
  8147  8267  8283  8305  8367  8377  8399  8427  8445  8468  8509  8519
  8529  8585  8587  8637  8670  8741  8768  8776  8786  8840  8841  8847
  8893  8910  8917  8951  8980  8985  8999  9031  9058  9083  9096  9132
  9133  9135  9168  9170  9185  9196  9228  9248  9296  9462  9474  9522
  9554  9556  9570  9605  9611  9747  9761  9762  9797  9806  9823  9844
  9855  9878  9901 10002]"
19694,[]
19695,[ 405  624 2584 3348 3660 4525 5302 7727 7778 8637 9185 9522 9762]
19696,"[ 136  321  405  439  624  772 1052 1119 1170 1257 1449 1554 1758 1881
 2106 2131 2176 2226 2230 2382 2501 2502 2584 2711 2932 3113 3237 3307
 3348 3408 3493 3501 3532 3644 3660 3810 3923 3978 4006 4095 4291 4307
 4442 4525 4739 4821 4967 4989 5020 5154 5284 5302 5484 5544 5800 5826
 5843 5878 5892 5987 6038 6588 6755 6756 6759 6765 6770 6779 6991 7024
 7285 7315 7456 7727 7778 7873 7925 8147 8283 8305 8399 8468 8509 8585
 8637 8840 9031 9058 9185 9248 9522 9556 9747 9762]"
19697,[]
19698,[]
19699,[3660 4525]
19700,[8637]
